symbol	hgncId	ncbiGeneId	ensemblGeneId
FAM107A	HGNC:30827	11170	ENSG00000168309
FAM107B	HGNC:23726	83641	ENSG00000065809
FAM110A	HGNC:16188	83541	ENSG00000125898
FAM110B	HGNC:28587	90362	ENSG00000169122
FAM110C	HGNC:33340	642273	ENSG00000184731
FAM110D	HGNC:25860	79927	ENSG00000197245
FAM114A1	HGNC:25087	92689	ENSG00000197712
FAM114A2	HGNC:1333	10827	ENSG00000055147
FAM117A	HGNC:24179	81558	ENSG00000121104
FAM117B	HGNC:14440	150864	ENSG00000138439
FAM120A	HGNC:13247	23196	ENSG00000048828
FAM120AOS	HGNC:23389	158293	ENSG00000188938
FAM120B	HGNC:21109	84498	ENSG00000112584
FAM120C	HGNC:16949	54954	ENSG00000184083
FAM124A	HGNC:26413	220108	ENSG00000150510
FAM124B	HGNC:26224	79843	ENSG00000124019
FAM131A	HGNC:28308	131408	ENSG00000175182
FAM131B	HGNC:22202	9715	ENSG00000159784
FAM131C	HGNC:26717	348487	ENSG00000185519
FAM133A	HGNC:26748	286499	ENSG00000179083
FAM133B	HGNC:28629	257415	ENSG00000234545
FAM135A	HGNC:21084	57579	ENSG00000082269
FAM135B	HGNC:28029	51059	ENSG00000147724
FAM149A	HGNC:24527	25854	ENSG00000109794
FAM151A	HGNC:25032	338094	ENSG00000162391
FAM151B	HGNC:33716	167555	ENSG00000152380
FAM153A	HGNC:29940	285596	ENSG00000170074
FAM153B	HGNC:27323	202134	ENSG00000182230
FAM156A	HGNC:30114	29057	ENSG00000268350
FAM156B	HGNC:31962	727866	ENSG00000179304
FAM161B	HGNC:19854	145483	ENSG00000156050
FAM162A	HGNC:17865	26355	ENSG00000114023
FAM162B	HGNC:21549	221303	ENSG00000183807
FAM163A	HGNC:28274	148753	ENSG00000143340
FAM163B	HGNC:33277	642968	ENSG00000196990
FAM167A	HGNC:15549	83648	ENSG00000154319
FAM167B	HGNC:28133	84734	ENSG00000183615
FAM168A	HGNC:28999	23201	ENSG00000054965
FAM168B	HGNC:27016	130074	ENSG00000152102
FAM169A	HGNC:29138	26049	ENSG00000198780
FAM170A	HGNC:27963	340069	ENSG00000164334
FAM170B	HGNC:19736	170370	ENSG00000172538
FAM171A1	HGNC:23522	221061	ENSG00000148468
FAM171A2	HGNC:30480	284069	ENSG00000161682
FAM171B	HGNC:29412	165215	ENSG00000144369
FAM174A	HGNC:24943	345757	ENSG00000174132
FAM174B	HGNC:34339	400451	ENSG00000185442
FAM174C	HGNC:26073	55009	ENSG00000228300
FAM177B	HGNC:34395	400823	ENSG00000197520
FAM178B	HGNC:28036	51252	ENSG00000168754
FAM180A	HGNC:33773	389558	ENSG00000189320
FAM180B	HGNC:34451	399888	ENSG00000196666
FAM181A	HGNC:20491	90050	ENSG00000140067
FAM181B	HGNC:28512	220382	ENSG00000182103
FAM184A	HGNC:20991	79632	ENSG00000111879
FAM184B	HGNC:29235	27146	ENSG00000047662
FAM185A	HGNC:22412	222234	ENSG00000222011
FAM186A	HGNC:26980	121006	ENSG00000185958
FAM186B	HGNC:25296	84070	ENSG00000135436
FAM187A	HGNC:35153	100528020	ENSG00000214447
FAM187B	HGNC:26366	148109	ENSG00000177558
FAM193A	HGNC:16822	8603	ENSG00000125386
FAM193B	HGNC:25524	54540	ENSG00000146067
FAM199X	HGNC:25195	139231	ENSG00000123575
FAM200A	HGNC:25401	221786	ENSG00000221909
FAM200B	HGNC:27740	285550	ENSG00000237765
FAM200C	HGNC:30804	63920	ENSG00000221886
FAM204A	HGNC:25794	63877	ENSG00000165669
FAM209A	HGNC:16100	200232	ENSG00000124103
FAM209B	HGNC:16101	388799	ENSG00000213714
FAM216A	HGNC:30180	29902	ENSG00000204856
FAM216B	HGNC:26883	144809	ENSG00000179813
FAM217A	HGNC:21362	222826	ENSG00000145975
FAM217B	HGNC:16170	63939	ENSG00000196227
FAM219A	HGNC:19920	203259	ENSG00000164970
FAM219B	HGNC:24695	57184	ENSG00000178761
FAM220A	HGNC:22422	84792	ENSG00000178397
FAM221A	HGNC:27977	340277	ENSG00000188732
FAM221B	HGNC:30762	392307	ENSG00000204930
FAM222A	HGNC:25915	84915	ENSG00000139438
FAM222B	HGNC:25563	55731	ENSG00000173065
FAM227A	HGNC:44197	646851	ENSG00000184949
FAM227B	HGNC:26543	196951	ENSG00000166262
FAM228A	HGNC:34418	653140	ENSG00000186453
FAM228B	HGNC:24736	375190	ENSG00000219626
FAM229A	HGNC:44652	100128071	ENSG00000225828
FAM229B	HGNC:33858	619208	ENSG00000203778
FAM234A	HGNC:14163	83986	ENSG00000167930
FAM234B	HGNC:29288	57613	ENSG00000084444
FAM236A	HGNC:44268	100129407	ENSG00000275520
FAM236B	HGNC:52640	100132304	ENSG00000268994
FAM236C	HGNC:52641	109729126	ENSG00000283594
FAM236D	HGNC:52642	105373251	ENSG00000225396
FAM237A	HGNC:52388	200726	ENSG00000235118
FAM237B	HGNC:53217	107986818	ENSG00000283267
FAM240A	HGNC:52390	100132146	ENSG00000283473
FAM240B	HGNC:53430	110806297	ENSG00000283329
FAM240C	HGNC:54200	285095	ENSG00000216921
FAM241A	HGNC:26813	132720	ENSG00000174749
FAM241B	HGNC:23519	219738	ENSG00000171224
FAM246A	HGNC:54844	117134598	ENSG00000286102
FAM246B	HGNC:54843	117134597	ENSG00000286175
FAM246C	HGNC:54842	117134596	ENSG00000286025
FANCD2OS	HGNC:28623	115795	ENSG00000163705
FANK1	HGNC:23527	92565	ENSG00000203780
FAP	HGNC:3590	2191	ENSG00000078098
FAR2	HGNC:25531	55711	ENSG00000064763
FARP1	HGNC:3591	10160	ENSG00000152767
FARP2	HGNC:16460	9855	ENSG00000006607
FASN	HGNC:3594	2194	ENSG00000169710
FASTK	HGNC:24676	10922	ENSG00000164896
FASTKD1	HGNC:26150	79675	ENSG00000138399
FASTKD3	HGNC:28758	79072	ENSG00000124279
FAT3	HGNC:23112	120114	ENSG00000165323
FATE1	HGNC:24683	89885	ENSG00000147378
FAU	HGNC:3597	2197	ENSG00000149806
FAXC	HGNC:20742	84553	ENSG00000146267
FAXDC2	HGNC:1334	10826	ENSG00000170271
FBF1	HGNC:24674	85302	ENSG00000188878
FBH1	HGNC:13620	84893	ENSG00000134452
FBL	HGNC:3599	2091	ENSG00000105202
FBLIM1	HGNC:24686	54751	ENSG00000162458
FBLL1	HGNC:35458	345630	ENSG00000188573
FBN3	HGNC:18794	84467	ENSG00000142449
FBRS	HGNC:20442	64319	ENSG00000156860
FBRSL1	HGNC:29308	57666	ENSG00000112787
FBXL2	HGNC:13598	25827	ENSG00000153558
FBXL5	HGNC:13602	26234	ENSG00000118564
FBXL6	HGNC:13603	26233	ENSG00000182325
FBXL7	HGNC:13604	23194	ENSG00000183580
FBXL8	HGNC:17875	55336	ENSG00000135722
FBXL12	HGNC:13611	54850	ENSG00000127452
FBXL13	HGNC:21658	222235	ENSG00000161040
FBXL14	HGNC:28624	144699	ENSG00000171823
FBXL15	HGNC:28155	79176	ENSG00000107872
FBXL16	HGNC:14150	146330	ENSG00000127585
FBXL17	HGNC:13615	64839	ENSG00000145743
FBXL18	HGNC:21874	80028	ENSG00000155034
FBXL19	HGNC:25300	54620	ENSG00000099364
FBXL20	HGNC:24679	84961	ENSG00000108306
FBXL22	HGNC:27537	283807	ENSG00000197361
FBXO2	HGNC:13581	26232	ENSG00000116661
FBXO3	HGNC:13582	26273	ENSG00000110429
FBXO4	HGNC:13583	26272	ENSG00000151876
FBXO5	HGNC:13584	26271	ENSG00000112029
FBXO6	HGNC:13585	26270	ENSG00000116663
FBXO8	HGNC:13587	26269	ENSG00000164117
FBXO9	HGNC:13588	26268	ENSG00000112146
FBXO10	HGNC:13589	26267	ENSG00000147912
FBXO15	HGNC:13617	201456	ENSG00000141665
FBXO16	HGNC:13618	157574	ENSG00000214050
FBXO17	HGNC:18754	115290	ENSG00000269190
FBXO21	HGNC:13592	23014	ENSG00000135108
FBXO24	HGNC:13595	26261	ENSG00000106336
FBXO25	HGNC:13596	26260	ENSG00000147364
FBXO27	HGNC:18753	126433	ENSG00000161243
FBXO30	HGNC:15600	84085	ENSG00000118496
FBXO33	HGNC:19833	254170	ENSG00000165355
FBXO34	HGNC:20201	55030	ENSG00000178974
FBXO36	HGNC:27020	130888	ENSG00000153832
FBXO39	HGNC:28565	162517	ENSG00000177294
FBXO40	HGNC:29816	51725	ENSG00000163833
FBXO41	HGNC:29409	150726	ENSG00000163013
FBXO42	HGNC:29249	54455	ENSG00000037637
FBXO44	HGNC:24847	93611	ENSG00000132879
FBXO45	HGNC:29148	200933	ENSG00000174013
FBXO46	HGNC:25069	23403	ENSG00000177051
FBXO47	HGNC:31969	494188	ENSG00000204952
FBXO48	HGNC:33857	554251	ENSG00000204923
FBXW2	HGNC:13608	26190	ENSG00000119402
FBXW5	HGNC:13613	54461	ENSG00000159069
FBXW8	HGNC:13597	26259	ENSG00000174989
FBXW9	HGNC:28136	84261	ENSG00000132004
FBXW10	HGNC:1211	10517	ENSG00000171931
FBXW10B	HGNC:14379	374286	ENSG00000241322
FBXW12	HGNC:20729	285231	ENSG00000164049
FCAMR	HGNC:24692	83953	ENSG00000162897
FCAR	HGNC:3608	2204	ENSG00000186431
FCER1A	HGNC:3609	2205	ENSG00000179639
FCER1G	HGNC:3611	2207	ENSG00000158869
FCER2	HGNC:3612	2208	ENSG00000104921
FCF1	HGNC:20220	51077	ENSG00000119616
FCGBP	HGNC:13572	8857	ENSG00000275395
FCGR1A	HGNC:3613	2209	ENSG00000150337
FCGRT	HGNC:3621	2217	ENSG00000104870
FCHO2	HGNC:25180	115548	ENSG00000157107
FCHSD1	HGNC:25463	89848	ENSG00000197948
FCHSD2	HGNC:29114	9873	ENSG00000137478
FCMR	HGNC:14315	9214	ENSG00000162894
FCN1	HGNC:3623	2219	ENSG00000085265
FCN2	HGNC:3624	2220	ENSG00000160339
FCRL1	HGNC:18509	115350	ENSG00000163534
FCRL2	HGNC:14875	79368	ENSG00000132704
FCRL3	HGNC:18506	115352	ENSG00000160856
FCRL4	HGNC:18507	83417	ENSG00000163518
FCRL5	HGNC:18508	83416	ENSG00000143297
FCRL6	HGNC:31910	343413	ENSG00000181036
FCRLA	HGNC:18504	84824	ENSG00000132185
FCRLB	HGNC:26431	127943	ENSG00000162746
FDCSP	HGNC:19215	260436	ENSG00000181617
FDX1	HGNC:3638	2230	ENSG00000137714
FDXACB1	HGNC:25110	91893	ENSG00000255561
FEM1A	HGNC:16934	55527	ENSG00000141965
FEM1C	HGNC:16933	56929	ENSG00000145780
FEN1	HGNC:3650	2237	ENSG00000168496
FER	HGNC:3655	2241	ENSG00000151422
FER1L5	HGNC:19044	90342	ENSG00000249715
FER1L6	HGNC:28065	654463	ENSG00000214814
FERD3L	HGNC:16660	222894	ENSG00000146618
FERMT2	HGNC:15767	10979	ENSG00000073712
FES	HGNC:3657	2242	ENSG00000182511
FETUB	HGNC:3658	26998	ENSG00000090512
FEV	HGNC:18562	54738	ENSG00000163497
FEZ1	HGNC:3659	9638	ENSG00000149557
FEZ2	HGNC:3660	9637	ENSG00000171055
FEZF2	HGNC:13506	55079	ENSG00000153266
FFAR1	HGNC:4498	2864	ENSG00000126266
FFAR2	HGNC:4501	2867	ENSG00000126262
FFAR3	HGNC:4499	2865	ENSG00000185897
FGD2	HGNC:3664	221472	ENSG00000146192
FGD3	HGNC:16027	89846	ENSG00000127084
FGD5	HGNC:19117	152273	ENSG00000154783
FGD6	HGNC:21740	55785	ENSG00000180263
FGF1	HGNC:3665	2246	ENSG00000113578
FGF2	HGNC:3676	2247	ENSG00000138685
FGF6	HGNC:3684	2251	ENSG00000111241
FGF7	HGNC:3685	2252	ENSG00000140285
FGF11	HGNC:3667	2256	ENSG00000161958
FGF18	HGNC:3674	8817	ENSG00000156427
FGF19	HGNC:3675	9965	ENSG00000162344
FGF21	HGNC:3678	26291	ENSG00000105550
FGF22	HGNC:3679	27006	ENSG00000070388
FGFBP1	HGNC:19695	9982	ENSG00000137440
FGFBP2	HGNC:29451	83888	ENSG00000137441
FGFBP3	HGNC:23428	143282	ENSG00000174721
FGFR1OP2	HGNC:23098	26127	ENSG00000111790
FGFR4	HGNC:3691	2264	ENSG00000160867
FGGY	HGNC:25610	55277	ENSG00000172456
FGL1	HGNC:3695	2267	ENSG00000104760
FGL2	HGNC:3696	10875	ENSG00000127951
FGR	HGNC:3697	2268	ENSG00000000938
FHAD1	HGNC:29408	114827	ENSG00000142621
FHDC1	HGNC:29363	85462	ENSG00000137460
FHIP1A	HGNC:34237	729830	ENSG00000164142
FHIP1B	HGNC:25378	84067	ENSG00000051009
FHIP2A	HGNC:29320	57700	ENSG00000151553
FHIP2B	HGNC:16492	64760	ENSG00000158863
FHL3	HGNC:3704	2275	ENSG00000183386
FHL5	HGNC:17371	9457	ENSG00000112214
FHOD1	HGNC:17905	29109	ENSG00000135723
FIBCD1	HGNC:25922	84929	ENSG00000130720
FIBIN	HGNC:33747	387758	ENSG00000176971
FICD	HGNC:18416	11153	ENSG00000198855
FIGN	HGNC:13285	55137	ENSG00000182263
FIGNL1	HGNC:13286	63979	ENSG00000132436
FIGNL2	HGNC:13287	401720	ENSG00000261308
FILIP1L	HGNC:24589	11259	ENSG00000168386
FIMP1	HGNC:26346	146378	ENSG00000167194
FIRRM	HGNC:25565	55732	ENSG00000000460
FIS1	HGNC:21689	51024	ENSG00000214253
FITM1	HGNC:33714	161247	ENSG00000139914
FIZ1	HGNC:25917	84922	ENSG00000179943
FJX1	HGNC:17166	24147	ENSG00000179431
FKBP1A	HGNC:3711	2280	ENSG00000088832
FKBP1B	HGNC:3712	2281	ENSG00000119782
FKBP1C	HGNC:21376	642489	ENSG00000198225
FKBP2	HGNC:3718	2286	ENSG00000173486
FKBP3	HGNC:3719	2287	ENSG00000100442
FKBP4	HGNC:3720	2288	ENSG00000004478
FKBP7	HGNC:3723	51661	ENSG00000079150
FKBP8	HGNC:3724	23770	ENSG00000105701
FKBP9	HGNC:3725	11328	ENSG00000122642
FKBP11	HGNC:18624	51303	ENSG00000134285
FKBP15	HGNC:23397	23307	ENSG00000119321
FKBPL	HGNC:13949	63943	ENSG00000204315
FLACC1	HGNC:14439	130540	ENSG00000155749
FLOT1	HGNC:3757	10211	ENSG00000137312
FLOT2	HGNC:3758	2319	ENSG00000132589
FLRT2	HGNC:3761	23768	ENSG00000185070
FLYWCH1	HGNC:25404	84256	ENSG00000059122
FLYWCH2	HGNC:25178	114984	ENSG00000162076
FMC1	HGNC:26946	154791	ENSG00000164898
FMN1	HGNC:3768	342184	ENSG00000248905
FMNL1	HGNC:1212	752	ENSG00000184922
FMNL2	HGNC:18267	114793	ENSG00000157827
FMNL3	HGNC:23698	91010	ENSG00000161791
FMO1	HGNC:3769	2326	ENSG00000010932
FMO2	HGNC:3770	2327	ENSG00000094963
FMO4	HGNC:3772	2329	ENSG00000076258
FMOD	HGNC:3774	2331	ENSG00000122176
FMR1NB	HGNC:26372	158521	ENSG00000176988
FN3K	HGNC:24822	64122	ENSG00000167363
FN3KRP	HGNC:25700	79672	ENSG00000141560
FNBP1	HGNC:17069	23048	ENSG00000187239
FNBP1L	HGNC:20851	54874	ENSG00000137942
FNBP4	HGNC:19752	23360	ENSG00000109920
FNDC1	HGNC:21184	84624	ENSG00000164694
FNDC3A	HGNC:20296	22862	ENSG00000102531
FNDC3B	HGNC:24670	64778	ENSG00000075420
FNDC4	HGNC:20239	64838	ENSG00000115226
FNDC5	HGNC:20240	252995	ENSG00000160097
FNDC7	HGNC:26668	163479	ENSG00000143107
FNDC8	HGNC:25286	54752	ENSG00000073598
FNDC9	HGNC:33547	408263	ENSG00000172568
FNDC10	HGNC:42951	643988	ENSG00000228594
FNDC11	HGNC:28764	79025	ENSG00000125531
FNIP2	HGNC:29280	57600	ENSG00000052795
FNTA	HGNC:3782	2339	ENSG00000168522
FNTB	HGNC:3785	2342	ENSG00000257365
FOLH1	HGNC:3788	2346	ENSG00000086205
FOLR2	HGNC:3793	2350	ENSG00000165457
FOLR3	HGNC:3795	2352	ENSG00000110203
FOSL1	HGNC:13718	8061	ENSG00000175592
FOXA1	HGNC:5021	3169	ENSG00000129514
FOXA3	HGNC:5023	3171	ENSG00000170608
FOXB1	HGNC:3799	27023	ENSG00000171956
FOXB2	HGNC:23315	442425	ENSG00000204612
FOXD1	HGNC:3802	2297	ENSG00000251493
FOXD2	HGNC:3803	2306	ENSG00000186564
FOXD4	HGNC:3805	2298	ENSG00000170122
FOXD4L1	HGNC:18521	200350	ENSG00000184492
FOXD4L3	HGNC:18523	286380	ENSG00000187559
FOXD4L4	HGNC:23762	349334	ENSG00000184659
FOXD4L5	HGNC:18522	653427	ENSG00000204779
FOXD4L6	HGNC:31986	653404	ENSG00000273514
FOXF2	HGNC:3810	2295	ENSG00000137273
FOXI2	HGNC:32448	399823	ENSG00000186766
FOXJ2	HGNC:24818	55810	ENSG00000065970
FOXJ3	HGNC:29178	22887	ENSG00000198815
FOXK1	HGNC:23480	221937	ENSG00000164916
FOXK2	HGNC:6036	3607	ENSG00000141568
FOXL2NB	HGNC:34428	401089	ENSG00000206262
FOXL3	HGNC:54201	116033993	ENSG00000248767
FOXM1	HGNC:3818	2305	ENSG00000111206
FOXN2	HGNC:5281	3344	ENSG00000170802
FOXN3	HGNC:1928	1112	ENSG00000053254
FOXN4	HGNC:21399	121643	ENSG00000139445
FOXO3	HGNC:3821	2309	ENSG00000118689
FOXO3B	HGNC:3822	2310	ENSG00000240445
FOXO4	HGNC:7139	4303	ENSG00000184481
FOXO6	HGNC:24814	100132074	ENSG00000204060
FOXP4	HGNC:20842	116113	ENSG00000137166
FOXQ1	HGNC:20951	94234	ENSG00000164379
FOXR1	HGNC:29980	283150	ENSG00000176302
FOXR2	HGNC:30469	139628	ENSG00000189299
FOXRED2	HGNC:26264	80020	ENSG00000100350
FOXS1	HGNC:3735	2307	ENSG00000179772
FPGS	HGNC:3824	2356	ENSG00000136877
FPGT	HGNC:3825	8790	ENSG00000254685
FPR2	HGNC:3827	2358	ENSG00000171049
FPR3	HGNC:3828	2359	ENSG00000187474
FRAT1	HGNC:3944	10023	ENSG00000165879
FRAT2	HGNC:16048	23401	ENSG00000181274
FREM3	HGNC:25172	166752	ENSG00000183090
FREY1	HGNC:37213	143678	ENSG00000234776
FRG2	HGNC:19136	448831	ENSG00000205097
FRG2B	HGNC:33518	441581	ENSG00000225899
FRG2C	HGNC:33626	100288801	ENSG00000172969
FRK	HGNC:3955	2444	ENSG00000111816
FRMD1	HGNC:21240	79981	ENSG00000153303
FRMD3	HGNC:24125	257019	ENSG00000172159
FRMD4B	HGNC:24886	23150	ENSG00000114541
FRMD6	HGNC:19839	122786	ENSG00000139926
FRMD8	HGNC:25462	83786	ENSG00000126391
FRMPD1	HGNC:29159	22844	ENSG00000070601
FRMPD2	HGNC:28572	143162	ENSG00000170324
FRMPD3	HGNC:29382	84443	ENSG00000147234
FRRS1	HGNC:27622	391059	ENSG00000156869
FRS2	HGNC:16971	10818	ENSG00000166225
FRS3	HGNC:16970	10817	ENSG00000137218
FRY	HGNC:20367	10129	ENSG00000073910
FSAF1	HGNC:25332	128061	ENSG00000143633
FSBP	HGNC:43653	100861412	ENSG00000265817
FSCB	HGNC:20494	84075	ENSG00000189139
FSCN1	HGNC:11148	6624	ENSG00000075618
FSCN3	HGNC:3961	29999	ENSG00000106328
FSD1	HGNC:13745	79187	ENSG00000105255
FSD1L	HGNC:13753	83856	ENSG00000106701
FSD2	HGNC:18024	123722	ENSG00000186628
FSIP1	HGNC:21674	161835	ENSG00000150667
FST	HGNC:3971	10468	ENSG00000134363
FSTL1	HGNC:3972	11167	ENSG00000163430
FSTL3	HGNC:3973	10272	ENSG00000070404
FSTL4	HGNC:21389	23105	ENSG00000053108
FSTL5	HGNC:21386	56884	ENSG00000168843
FTCDNL1	HGNC:48661	348751	ENSG00000226124
FTHL17	HGNC:3987	53940	ENSG00000132446
FTMT	HGNC:17345	94033	ENSG00000181867
FTSJ3	HGNC:17136	117246	ENSG00000108592
FUBP1	HGNC:4004	8880	ENSG00000162613
FUBP3	HGNC:4005	8939	ENSG00000107164
FUCA2	HGNC:4008	2519	ENSG00000001036
FUNDC1	HGNC:28746	139341	ENSG00000069509
FUNDC2	HGNC:24925	65991	ENSG00000165775
FUOM	HGNC:24733	282969	ENSG00000148803
FURIN	HGNC:8568	5045	ENSG00000140564
FUT4	HGNC:4015	2526	ENSG00000196371
FUT5	HGNC:4016	2527	ENSG00000130383
FUT7	HGNC:4018	2529	ENSG00000180549
FUT9	HGNC:4020	10690	ENSG00000172461
FXR2	HGNC:4024	9513	ENSG00000129245
FXYD1	HGNC:4025	5348	ENSG00000266964
FXYD3	HGNC:4027	5349	ENSG00000089356
FXYD4	HGNC:4028	53828	ENSG00000150201
FXYD5	HGNC:4029	53827	ENSG00000089327
FXYD6	HGNC:4030	53826	ENSG00000137726
FXYD7	HGNC:4034	53822	ENSG00000221946
FYB2	HGNC:27295	199920	ENSG00000187889
FYN	HGNC:4037	2534	ENSG00000010810
FYTTD1	HGNC:25407	84248	ENSG00000122068
FZD1	HGNC:4038	8321	ENSG00000157240
FZD3	HGNC:4041	7976	ENSG00000104290
FZD7	HGNC:4045	8324	ENSG00000155760
FZD8	HGNC:4046	8325	ENSG00000177283
FZD9	HGNC:4047	8326	ENSG00000188763
FZD10	HGNC:4039	11211	ENSG00000111432
G2E3	HGNC:20338	55632	ENSG00000092140
G3BP1	HGNC:30292	10146	ENSG00000145907
G3BP2	HGNC:30291	9908	ENSG00000138757
G6PC2	HGNC:28906	57818	ENSG00000152254
GAB2	HGNC:14458	9846	ENSG00000033327
GAB3	HGNC:17515	139716	ENSG00000160219
GAB4	HGNC:18325	128954	ENSG00000215568
GABARAP	HGNC:4067	11337	ENSG00000170296
GABARAPL1	HGNC:4068	23710	ENSG00000139112
GABARAPL2	HGNC:13291	11345	ENSG00000034713
GABPA	HGNC:4071	2551	ENSG00000154727
GABPB1	HGNC:4074	2553	ENSG00000104064
GABPB2	HGNC:28441	126626	ENSG00000143458
GABRA4	HGNC:4078	2557	ENSG00000109158
GABRA6	HGNC:4080	2559	ENSG00000145863
GABRE	HGNC:4085	2564	ENSG00000102287
GABRG1	HGNC:4086	2565	ENSG00000163285
GABRG3	HGNC:4088	2567	ENSG00000182256
GABRP	HGNC:4089	2568	ENSG00000094755
GABRQ	HGNC:14454	55879	ENSG00000268089
GABRR1	HGNC:4090	2569	ENSG00000146276
GABRR2	HGNC:4091	2570	ENSG00000111886
GABRR3	HGNC:17969	200959	ENSG00000183185
GAD2	HGNC:4093	2572	ENSG00000136750
GADD45A	HGNC:4095	1647	ENSG00000116717
GADD45B	HGNC:4096	4616	ENSG00000099860
GADD45G	HGNC:4097	10912	ENSG00000130222
GADD45GIP1	HGNC:29996	90480	ENSG00000179271
GADL1	HGNC:27949	339896	ENSG00000144644
GAGE1	HGNC:4098	2543	ENSG00000205777
GAGE2A	HGNC:4099	729447	ENSG00000189064
GAGE2B	HGNC:31957	645037	
GAGE2C	HGNC:31958	2574	
GAGE2D	HGNC:31959	729408	
GAGE2E	HGNC:31960	26749	ENSG00000275113
GAGE4	HGNC:4101	2576	
GAGE5	HGNC:4102	2577	
GAGE6	HGNC:4103	2578	
GAGE7	HGNC:4104	2579	
GAGE8	HGNC:4106	100101629	
GAGE10	HGNC:30968	102724473	ENSG00000215274
GAGE12B	HGNC:26779	729428	ENSG00000236737
GAGE12C	HGNC:28402	729422	ENSG00000237671
GAGE12D	HGNC:31904	100132399	ENSG00000227488
GAGE12E	HGNC:31905	729431	ENSG00000216649
GAGE12F	HGNC:31906	100008586	ENSG00000236362
GAGE12G	HGNC:31907	645073	ENSG00000215269
GAGE12H	HGNC:31908	729442	ENSG00000224902
GAGE12I	HGNC:4105	26748	
GAGE12J	HGNC:17778	729396	ENSG00000224659
GAGE13	HGNC:29081	645051	ENSG00000274274
GAK	HGNC:4113	2580	ENSG00000178950
GAL3ST1	HGNC:24240	9514	ENSG00000128242
GAL3ST2	HGNC:24869	64090	ENSG00000154252
GAL3ST3	HGNC:24144	89792	ENSG00000175229
GAL3ST4	HGNC:24145	79690	ENSG00000197093
GALK2	HGNC:4119	2585	ENSG00000156958
GALNT1	HGNC:4123	2589	ENSG00000141429
GALNT4	HGNC:4126	8693	ENSG00000257594
GALNT5	HGNC:4127	11227	ENSG00000136542
GALNT6	HGNC:4128	11226	ENSG00000139629
GALNT7	HGNC:4129	51809	ENSG00000109586
GALNT8	HGNC:4130	26290	ENSG00000130035
GALNT9	HGNC:4131	50614	ENSG00000182870
GALNT10	HGNC:19873	55568	ENSG00000164574
GALNT11	HGNC:19875	63917	ENSG00000178234
GALNT13	HGNC:23242	114805	ENSG00000144278
GALNT14	HGNC:22946	79623	ENSG00000158089
GALNT15	HGNC:21531	117248	ENSG00000131386
GALNT16	HGNC:23233	57452	ENSG00000100626
GALNT17	HGNC:16347	64409	ENSG00000185274
GALNT18	HGNC:30488	374378	ENSG00000110328
GALNTL5	HGNC:21725	168391	ENSG00000106648
GALNTL6	HGNC:33844	442117	ENSG00000174473
GALP	HGNC:24840	85569	ENSG00000197487
GALR1	HGNC:4132	2587	ENSG00000166573
GALR2	HGNC:4133	8811	ENSG00000182687
GALR3	HGNC:4134	8484	ENSG00000128310
GANC	HGNC:4139	2595	ENSG00000214013
GAP43	HGNC:4140	2596	ENSG00000172020
GAPDH	HGNC:4141	2597	ENSG00000111640
GAPDHS	HGNC:24864	26330	ENSG00000105679
GAPT	HGNC:26588	202309	ENSG00000175857
GAR1	HGNC:14264	54433	ENSG00000109534
GAREM1	HGNC:26136	64762	ENSG00000141441
GAREM2	HGNC:27172	150946	ENSG00000157833
GARIN1A	HGNC:27998	346653	ENSG00000205085
GARIN1B	HGNC:30704	84691	ENSG00000135248
GARIN2	HGNC:20101	161142	ENSG00000172717
GARIN3	HGNC:28397	153745	ENSG00000170613
GARIN4	HGNC:26541	149647	ENSG00000162771
GARIN5A	HGNC:25107	112703	ENSG00000142530
GARIN5B	HGNC:25278	284418	ENSG00000180043
GARIN6	HGNC:28594	196472	ENSG00000180219
GARNL3	HGNC:25425	84253	ENSG00000136895
GARRE1	HGNC:29016	9710	ENSG00000166398
GART	HGNC:4163	2618	ENSG00000159131
GAS2L1	HGNC:16955	10634	ENSG00000185340
GAS2L3	HGNC:27475	283431	ENSG00000139354
GAS6	HGNC:4168	2621	ENSG00000183087
GAS7	HGNC:4169	8522	ENSG00000007237
GASK1A	HGNC:24485	729085	ENSG00000144649
GASK1B	HGNC:25312	51313	ENSG00000164125
GAST	HGNC:4164	2520	ENSG00000184502
GATAD2A	HGNC:29989	54815	ENSG00000167491
GATD1	HGNC:26616	347862	ENSG00000177225
GBA3	HGNC:19069	57733	ENSG00000249948
GBGT1	HGNC:20460	26301	ENSG00000148288
GBP1	HGNC:4182	2633	ENSG00000117228
GBP2	HGNC:4183	2634	ENSG00000162645
GBP3	HGNC:4184	2635	ENSG00000117226
GBP4	HGNC:20480	115361	ENSG00000162654
GBP5	HGNC:19895	115362	ENSG00000154451
GBP6	HGNC:25395	163351	ENSG00000183347
GBP7	HGNC:29606	388646	ENSG00000213512
GBX1	HGNC:4185	2636	ENSG00000164900
GBX2	HGNC:4186	2637	ENSG00000168505
GC	HGNC:4187	2638	ENSG00000145321
GCA	HGNC:15990	25801	ENSG00000115271
GCAT	HGNC:4188	23464	ENSG00000100116
GCC1	HGNC:19095	79571	ENSG00000179562
GCC2	HGNC:23218	9648	ENSG00000135968
GCFC2	HGNC:1317	6936	ENSG00000005436
GCG	HGNC:4191	2641	ENSG00000115263
GCHFR	HGNC:4194	2644	ENSG00000137880
